"species","relative_total_impact","keystone_idx1","keystone_idx2","keystone_idx3","relative_total_impact_scaled"
"Anchovies",3.53844284234421,1.26041587054568,0.773611705397158,0.674154484115196,0.641712058194141
"Atlantic_Salmon",3.35365277224888,1.20565185027964,0.599992016599578,0.59816872016436,0.608199572194467
"Atlantic_States_Demersals",2.64223260423385,0.959093162364772,1.05877934133605,0.407595360843805,0.479180418685884
"Baleen_Whale",4.35183513981904,1.4702197133234,0.892875022254388,0.876274985589603,0.789224302587507
"Benthic_Carniv",2.02404323804747,0.666105536108772,0.927559365206649,0.0854890812576952,0.367069078131807
"Benthic_grazer",1.02326736139751,-0.0212908916199191,1.73680882237143,-0.0773145720380247,0.185574003543959
"Benthopelagic_Fish",2.84292755746295,1.04283788163814,0.648228367767808,0.454216106654505,0.515577324682111
"Billfish",2.99379767405476,1.07967561062634,0.628854115561135,0.62370038946082,0.542938279020427
"Black_Sea_Bass",2.14993179374137,0.764192994113614,0.168534380198233,0.154418495339814,0.389899517332543
"Blue_Shark",1.070313044162,0.0678781333351952,0.408768732308574,-0.194084148151385,0.194105943513336
"BluefinTuna",4.09241793043961,1.40893068011338,0.837978465121007,0.836875614908151,0.742177859058815
"Bluefish",2.774518282184,1.01784060108823,0.514877336506322,0.40650291820323,0.503171003937435
"Butterfish",3.207353754897,1.16418283676901,0.565977761480105,0.539427383409045,0.581667606660593
"Carniv_Zoo",2.07123349546646,0.72263572753055,1.2693557052044,0.336722265397606,0.375627237345984
"Carrion",1.46788521748006,0.383570080641723,0.124575867068667,0.124575867068666,0.266207392932717
"Cod",2.32592539315298,0.840693145805058,0.282182054620646,0.223863800374281,0.4218167249686
"Demersal_Shark",1.5433702226246,0.426360021284264,0.9637628368248,0.0291147138011258,0.279896928180941
"Deposit_Feeder",1.96783024064599,0.647797380499087,1.75654527672551,0.170618364055041,0.356874605628792
"Diatom",0.844587813563722,-0.216521445742554,2.21660429017497,-0.132108091063814,0.153169687434771
"DinoFlag",3.16918059177235,1.14696922547481,1.02944578424429,0.52811620300711,0.574744736865055
"Drums_Croakers",1.70716279505676,0.531875087737569,0.0631913803212387,0.0201357632259137,0.309601426304959
"Filter_Other",1.7855446718014,0.49772437988196,2.14147057253248,0.0655740907974815,0.323816321865514
"Fourspotflounder",3.7637723453617,1.32456586909336,0.713363490207075,0.701879144882651,0.682576547348196
"Gelat_Zoo",3.55646993821352,1.26556988467211,0.693492835356507,0.638313228242621,0.644981350735799
"Haddock",2.15378159012222,0.764495633910643,0.193388023609312,0.157384407499351,0.390597694714304
"Halibut",2.45587422998969,0.878043064323304,0.297369959216989,0.283894785461264,0.44538351388165
"Herring",2.48929282605992,0.89265482122721,1.23737455180165,0.411914362200189,0.451444122183571
"Illex_Squid",2.15841862033738,0.767905637222865,0.681750365001221,0.414339741838893,0.391438640388959
"Invasive_Species",2.87824000096244,1.05706300768297,0.453502478941076,0.448123302401924,0.52198139048381
"Lab_Det",1.31131553370336,0.269734175857831,1.15313290128453,0.0237927819795318,0.237812797201283
"Little_Skate",1.79734046760401,0.578813793391461,0.158773940504861,0.002685489132055,0.325955540934408
"Lobster",2.11441879274207,0.745400741037014,0.997608318319421,0.274072089834931,0.383459079552626
"Loligo_Squid",2.04027364340959,0.71052866206256,1.49280588347867,0.392148290302421,0.370012533005689
"Mackerel",2.81636397353267,1.01992301773503,0.596136982755815,0.46756536016506,0.510759902760546
"Macroalgae",1.40228000213046,NA,NA,NA,0.25430960069867
"Macrobenth_Shallow",0.763842355937832,-0.30355355571863,0.868392861152118,-0.416089929628816,0.138526146162077
"Meiobenth",1.08560887498514,-0.580942708389027,0.792843700476648,-0.703823815223003,0.19687990921425
"Menhaden",2.96106441980761,1.0625743184345,1.00027580191271,0.53841447105838,0.537001960450303
"Mesopelagic_Mig_Fish",5.51406631239225,1.70485573885444,1.02538051118569,1.02448727485149,1
"MicroPB",1.8233217528768,0.600018830518026,0.199019192488452,0.199017740896768,0.330667360452139
"MicroZoo",1.60661681663976,0.454316535213272,0.53484081953715,0.228237186923629,0.291366974138318
"Misc_Demersal_Fish",2.74128253525677,0.991676628058839,1.06675813817822,0.434775159123366,0.49714355612591
"Monkfish",1.59335713254674,0.459370000322665,1.71178260282943,-0.0513704522693994,0.288962272536667
"Northern_Shrimp",2.83261241415986,1.03935688612054,1.02696632004735,0.5684207497235,0.51370662840849
"Ocean_Pout",2.55297355650729,0.935949198591823,1.7312585668858,0.378731686912785,0.462992900678356
"Offshore_Hake",3.00645237384128,1.10068318135884,0.619756762821784,0.490003358829569,0.545233264076752
"Other_Flatfish",2.79615818958206,1.02721459678809,0.424239435235194,0.390826942466993,0.507095495623259
"Other_Shrimp",3.02083444656913,1.10471880038196,1.87307228001698,0.624569805441361,0.547841515757644
"Pelag_Bact",2.03671325254661,0.710832838003707,0.282868271440242,0.281294648026961,0.369366840578128
"Pelagic_Shark",0.701426075831167,-0.361253202254933,-0.347539026477495,-0.372439601777281,0.127206681257132
"PicoPhytopl",1.59439911464052,0.443137379843967,1.30325329746846,0.255773966947055,0.289151240538636
"Pinniped",3.12345171335291,1.13884038869939,0.570648909734017,0.57063559039983,0.566451605112782
"Plaice",3.57010819269444,1.26992523590476,0.642551409792472,0.639819063843941,0.647454707730123
"Pollock",3.63539442211059,1.28973439431322,0.704330475794452,0.642698810971059,0.659294650472456
"Porbeagle_Shark",0.865398111950683,-0.144695729838555,0.956028809119124,-0.194089745331807,0.156943725904383
"Quahog",2.31888150902222,0.818355353717463,0.72048400834122,0.286696706062813,0.420539285828099
"Red_Hake",2.47594343548733,0.905179887731325,0.393848236898621,0.305074267065606,0.449023151920194
"Redfish",3.24920309124667,1.17608760300622,1.71462082226676,0.621979422512052,0.58925716652055
"Ref_Det",1.19643255442661,0.15091998327098,1.40365917613212,0.00377606865400281,0.216978267333812
"Right_Whale",4.25157000507328,1.44708569554279,0.852070264376252,0.851840057485646,0.771040782646801
"Sandbar_Shark",2.77669002631194,1.02080780096474,0.43340257707145,0.381153217366091,0.503564859216807
"Scallop",3.48564223546162,1.24704618750606,0.763714332181578,0.659595235392912,0.632136437610122
"Scup",2.68646930846514,0.982957504723069,0.428402181890789,0.387018889968165,0.48720293813435
"Shallow_Demersal_Fish",3.14776120777816,1.14589176049565,0.56058139965411,0.52837079354635,0.570860238061323
"Silver_Hake",1.99983805796957,0.6856644732365,1.38404236501797,0.289483596318091,0.362679363045591
"Skate",2.72314271846162,1.00023417849731,0.690532128908901,0.387120821426198,0.493853821152215
"Small_Whale",2.89634402327694,1.06317606083273,0.490817761692081,0.490810112961097,0.525264633972162
"Smooth_Dogfish",2.49316069563721,0.912505056569958,0.416932080906664,0.337732026765327,0.452145577218415
"Spiny_Dogfish",1.94270855548415,0.661744511152531,0.111817943753621,0.0750592163966605,0.35231867834417
"Striped_Bass",2.89147871725203,1.05948199110758,1.72347459614846,0.437743440445233,0.524382289482764
"Summerflounder",1.84757112703537,0.574987671659663,0.484947264178493,0.0250638605605643,0.335065090327833
"Surf_Clam",2.00649715184718,0.661632959521561,1.25153024731319,0.213950695489421,0.3638870187937
"Tautog",2.4746493479911,0.904243532309425,0.306739354130353,0.299579652127902,0.448788463502806
